Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_prot_bert_mean_5e-4_aa_only,0.029634779780212315,0.037618976284926185,0.06488445760716544,0.05360208523155265,0.05198472997543229,0.07808262585966656,0.04689792750144611,0.02427684337007734,0.07391304347826089
