Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_prot_bert_mean_5e-4_foldseek_only,0.019299074096241525,0.015498257583920844,0.027510695190596676,0.0386639196801457,0.027090812714001582,0.03603026420950778,0.03129236360976435,0.0487840035585857,0.03517293072322202
