Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_esm2_t33_650M_UR50D_mean_5e-4_ez_only,0.005025857348566381,0.008367947535630842,0.012373011401013337,0.018328908009413773,0.010190507979396735,0.017006508258941212,0.0129459191595679,0.016311708964065016,0.004128446572032297
