Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_esm2_t33_650M_UR50D_mean_5e-4_full_,0.021480698572545715,0.024493555351977937,0.06129807411712857,0.05415273041237561,0.047390247009907245,0.059300129876002194,0.05060066014349193,0.04706261967782572,0.06791521457310135
ESMFold_esm2_t33_650M_UR50D_attention1d_5e-4_full_,0.035279806625871095,0.030474011087191572,0.049595157868917286,0.059722222432288176,0.039678009455234434,0.06208298251097939,0.07507463306754472,0.27930203690608096,0.05567934119506823
