Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_prot_bert_mean_5e-4_aa_only,0.0070898115444031524,0.011593472394004226,0.014333874938750994,0.009275733186758256,0.010236496844162906,0.022941980864858588,0.02276299860716851,0.026052556112018788,0.009231487176540166
