Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_prot_bert_mean_5e-4_ez_only,0.033320210577116385,0.03662270988996334,0.06414577076859879,0.05709490317866605,0.058951659452322024,0.07537052181795455,0.07610790237541121,0.044299159520823805,0.06860753842634566
