Model,AUC,Accuracy,Precision,Recall,F1,MCC,KS-statistic,Cross-Entropy,TopK
ESMFold_esm2_t33_650M_UR50D_mean_5e-4_aa_only,0.8153511872756567,0.7038461538461539,0.5996134484768103,0.7572730239049025,0.667997408379867,0.41758565229526684,0.5253424799507825,0.513051610844407,0.7347826086956522
